unique_key,created_date,agency,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,borough,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location
59899661,2024-01-01T21:41:41.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10466,3990 BRONX BOULEVARD,BRONX BOULEVARD,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1021852,263320,40.88934639713765,-73.86400388206638,"
,  
(40.88934639713765, -73.86400388206638)"
59897065,2024-01-01T21:41:41.000,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10035,2194 3 AVENUE,3 AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1001333,230859,40.80031408715077,-73.93829813251645,"
,  
(40.80031408715077, -73.93829813251645)"
59896212,2024-01-01T21:41:41.000,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10035,2194 3 AVENUE,3 AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1001333,230859,40.80031408715077,-73.93829813251645,"
,  
(40.80031408715077, -73.93829813251645)"
59894393,2024-01-01T21:41:41.000,HPD,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10035,2194 3 AVENUE,3 AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1001333,230859,40.80031408715077,-73.93829813251645,"
,  
(40.80031408715077, -73.93829813251645)"
59898514,2024-01-01T21:41:40.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11416,99-09 98 STREET,98 STREET,99 AVENUE,101 AVENUE,99 AVENUE,101 AVENUE,ADDRESS,OZONE PARK,98 STREET,QUEENS,1027594,189164,40.685782124471224,-73.84371519109945,"
,  
(40.685782124471224, -73.84371519109945)"
59894592,2024-01-01T21:41:33.000,NYPD,Animal-Abuse,Other (complaint details),Residential Building/House,11229,2355 OCEAN AVENUE,OCEAN AVENUE,AVENUE R,AVENUE S,AVENUE R,AVENUE S,ADDRESS,BROOKLYN,OCEAN AVENUE,BROOKLYN,997477,159509,40.60448180777532,-73.95236570455687,"
,  
(40.60448180777532, -73.95236570455687)"
59898871,2024-01-01T21:41:12.000,DOT,Street Condition,Pothole,NA,11354,29 AVENUE,29 AVENUE,157 STREET,158 STREET,NA,NA,BLOCKFACE,QUEENS,NA,QUEENS,NA,NA,NA,NA,NA
59895645,2024-01-01T21:41:00.000,DEP,Sewer,Sewer Backup (Use Comments) (SA),NA,11209,9012 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,90 ST,92 ST,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,976838,164392,40.617891409290365,-74.02669814120229,"
,  
(40.617891409290365, -74.02669814120229)"
59896372,2024-01-01T21:41:00.000,DSNY,Derelict Vehicles,Derelict Vehicles,Street,11203,585 SCHENECTADY AVENUE,SCHENECTADY AVENUE,RUTLAND ROAD,WINTHROP STREET,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1002531,179492,40.65932191161629,-73.93411064761935,"
,  
(40.65932191161629, -73.93411064761935)"
59898216,2024-01-01T21:41:00.000,DEP,Noise,Noise: Construction Before/After Hours (NM1),NA,10457,630 EAST  176 STREET,EAST  176 STREET,ARTHUR AVE,BELMONT AVE,NA,NA,ADDRESS,BRONX,NA,BRONX,1013609,247020,40.84463916299138,-73.89388793134164,"
,  
(40.84463916299138, -73.89388793134164)"
59894051,2024-01-01T21:40:51.000,NYPD,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11204,4216 16 AVENUE,16 AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,ADDRESS,BROOKLYN,16 AVENUE,BROOKLYN,989359,170556,40.634811921730524,-73.9815926352935,"
,  
(40.634811921730524, -73.9815926352935)"
59899941,2024-01-01T21:40:00.000,DSNY,Derelict Vehicles,Derelict Vehicles,Street,11213,1170 LINCOLN PLACE,LINCOLN PLACE,ALBANY AVENUE,TROY AVENUE,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1001495,183419,40.67010273131729,-73.93783460798147,"
,  
(40.67010273131729, -73.93783460798147)"
59898807,2024-01-01T21:39:03.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462,1491 WEST AVENUE,WEST AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1022572,244167,40.836774169950374,-73.86150936103039,"
,  
(40.836774169950374, -73.86150936103039)"
59896100,2024-01-01T21:39:01.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10453,2241 CRESTON AVENUE,CRESTON AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1011482,251431,40.856752859501285,-73.90155761230223,"
,  
(40.856752859501285, -73.90155761230223)"
59894723,2024-01-01T21:39:01.000,DSNY,Illegal Dumping,Removal Request,Street,11226,329 CLARKSON AVENUE,CLARKSON AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,CLARKSON AVENUE,BROOKLYN,998449,178098,40.655503174875975,-73.9488261404579,"
,  
(40.655503174875975, -73.9488261404579)"
59906185,2024-01-01T21:39:00.000,DOB,Building/Use,Illegal Conversion Of Residential Building/Space,NA,10455,642A EAGLE AVENUE,EAGLE AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1008975,236857,40.81675884909735,-73.91067401576515,"
,  
(40.81675884909735, -73.91067401576515)"
59896916,2024-01-01T21:38:58.000,HPD,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11226,2017 CHURCH AVENUE,CHURCH AVENUE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,995145,176136,40.6501225946322,-73.96073707845565,"
,  
(40.6501225946322, -73.96073707845565)"
59900272,2024-01-01T21:38:43.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11225,239 OCEAN AVENUE,OCEAN AVENUE,EAST LAKE DRIVE,EAST DRIVE,EAST LAKE DRIVE,EAST DRIVE,ADDRESS,BROOKLYN,OCEAN AVENUE,BROOKLYN,994731,178635,40.65698230332589,-73.96222514965272,"
,  
(40.65698230332589, -73.96222514965272)"
59895284,2024-01-01T21:38:37.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,350 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1000878,247828,40.84689003602759,-73.93989948945352,"
,  
(40.84689003602759, -73.93989948945352)"
59898755,2024-01-01T21:38:34.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11203,560 WINTHROP STREET,WINTHROP STREET,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1000476,178880,40.65764611074324,-73.9415188581885,"
,  
(40.65764611074324, -73.9415188581885)"
59896862,2024-01-01T21:38:06.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2679 BRIGGS AVENUE,BRIGGS AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BRIGGS AVENUE,BRONX,1014105,254763,40.86588970819072,-73.89206075881827,"
,  
(40.86588970819072, -73.89206075881827)"
59896459,2024-01-01T21:38:00.000,DEP,Noise,Noise: Alarms (NR3),NA,11209,NA,NA,NA,NA,75 STREET,4 AVENUE,INTERSECTION,BROOKLYN,NA,BROOKLYN,977287,169106,40.63083071576637,-74.02508569882133,"
,  
(40.63083071576637, -74.02508569882133)"
59900634,2024-01-01T21:37:34.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11204,6922 19 AVENUE,19 AVENUE,BAY RIDGE AVENUE,70 STREET,BAY RIDGE AVENUE,70 STREET,ADDRESS,BROOKLYN,19 AVENUE,BROOKLYN,986854,163485,40.61540459989924,-73.99062070038023,"
,  
(40.61540459989924, -73.99062070038023)"
59894037,2024-01-01T21:37:28.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10462,1719 HUNT AVENUE,HUNT AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,HUNT AVENUE,BRONX,1021649,246930,40.84436174775041,-73.86482954765508,"
,  
(40.84436174775041, -73.86482954765508)"
59894228,2024-01-01T21:37:18.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11207,254 STANLEY AVENUE,STANLEY AVENUE,EAST  108 STREET,SNEDIKER AVENUE,EAST  108 STREET,SNEDIKER AVENUE,ADDRESS,BROOKLYN,STANLEY AVENUE,BROOKLYN,1012690,177377,40.653489902117315,-73.89750398655083,"
,  
(40.653489902117315, -73.89750398655083)"
59898063,2024-01-01T21:36:53.000,DOT,Highway Condition,Unsafe Worksite,Highway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUEENS,NA,NA,NA,NA,NA
59900713,2024-01-01T21:36:46.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10457,630 EAST  176 STREET,EAST  176 STREET,ARTHUR AVENUE,BELMONT AVENUE,ARTHUR AVENUE,BELMONT AVENUE,ADDRESS,BRONX,EAST  176 STREET,BRONX,1013609,247020,40.84463916299138,-73.89388793134164,"
,  
(40.84463916299138, -73.89388793134164)"
59895336,2024-01-01T21:36:40.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,76 ST NICHOLAS PLACE,ST NICHOLAS PLACE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1000634,241478,40.829461589531974,-73.94079691863257,"
,  
(40.829461589531974, -73.94079691863257)"
59894605,2024-01-01T21:36:20.000,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11416,84-08 102 AVENUE,102 AVENUE,84 STREET,86 STREET,84 STREET,86 STREET,ADDRESS,OZONE PARK,102 AVENUE,QUEENS,1024537,187414,40.68099322226192,-73.85474821205652,"
,  
(40.68099322226192, -73.85474821205652)"
59899882,2024-01-01T21:36:15.000,NYPD,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11355,51-15 BOWNE STREET,BOWNE STREET,POPLAR AVENUE,QUINCE AVENUE,POPLAR AVENUE,QUINCE AVENUE,ADDRESS,FLUSHING,BOWNE STREET,QUEENS,1036167,212085,40.74864849095457,-73.81262695861894,"
,  
(40.74864849095457, -73.81262695861894)"
59898246,2024-01-01T21:36:06.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11105,22-18 42 STREET,42 STREET,DITMARS BOULEVARD,23 AVENUE,DITMARS BOULEVARD,23 AVENUE,ADDRESS,ASTORIA,42 STREET,QUEENS,1010512,220326,40.77138131766791,-73.90518582047659,"
,  
(40.77138131766791, -73.90518582047659)"
59894409,2024-01-01T21:34:58.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10452,1419 UNIVERSITY AVENUE,UNIVERSITY AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1004976,246470,40.84315405790107,-73.92509181623765,"
,  
(40.84315405790107, -73.92509181623765)"
59896975,2024-01-01T21:34:45.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10451,510 EAST  163 STREET,EAST  163 STREET,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1009359,239585,40.82424535222879,-73.90927650184918,"
,  
(40.82424535222879, -73.90927650184918)"
59897881,2024-01-01T21:34:43.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11209,351 92 STREET,92 STREET,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,975537,164780,40.618955204736295,-74.03138486413741,"
,  
(40.618955204736295, -74.03138486413741)"
59900139,2024-01-01T21:34:43.000,NYPD,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11209,402 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE PARKWAY,BROOKLYN,977437,169032,40.63062771804496,-74.02454521702023,"
,  
(40.63062771804496, -74.02454521702023)"
59900528,2024-01-01T21:34:42.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11238,435 GRAND AVENUE,GRAND AVENUE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,994866,188122,40.68302183461124,-73.96172365199637,"
,  
(40.68302183461124, -73.96172365199637)"
59899638,2024-01-01T21:34:40.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11238,347 LINCOLN PLACE,LINCOLN PLACE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,993945,184564,40.67325698681136,-73.96504946681512,"
,  
(40.67325698681136, -73.96504946681512)"
59900517,2024-01-01T21:34:38.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,2527 VALENTINE AVENUE,VALENTINE AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1013166,253649,40.86283524353251,-73.89546046910237,"
,  
(40.86283524353251, -73.89546046910237)"
59895297,2024-01-01T21:34:34.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462,2040 BRONXDALE AVENUE,BRONXDALE AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1021173,249273,40.850794587937656,-73.86653703997725,"
,  
(40.850794587937656, -73.86653703997725)"
59897112,2024-01-01T21:34:11.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11365,159-13 72 AVENUE,72 AVENUE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,72 AVENUE,QUEENS,1037009,204566,40.72800576431217,-73.8096470850109,"
,  
(40.72800576431217, -73.8096470850109)"
59897223,2024-01-01T21:34:00.000,DSNY,Derelict Vehicles,Derelict Vehicles,Street,11213,1024 MONTGOMERY STREET,MONTGOMERY STREET,UTICA AVENUE,EAST NEW YORK AVENUE,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1003505,181296,40.664271427215475,-73.93059495473237,"
,  
(40.664271427215475, -73.93059495473237)"
59895003,2024-01-01T21:33:00.000,DOT,Street Light Condition,Street Light Out,NA,10463,3891 SEDGWICK AVENUE,SEDGWICK AVENUE,GOUVERNEUR AVE,STEVENSON PL,SEDGWICK AVENUE,STEVENSON PLACE,INTERSECTION,BRONX,NA,BRONX,1013908,260888,40.882701599832544,-73.89274588774737,"
,  
(40.882701599832544, -73.89274588774737)"
59897230,2024-01-01T21:33:00.000,DSNY,Derelict Vehicles,Derelict Vehicles,Street,11213,712 CROWN STREET,CROWN STREET,SCHENECTADY AVENUE,UTICA AVENUE,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1002613,181687,40.665346530124594,-73.93380912094888,"
,  
(40.665346530124594, -73.93380912094888)"
59899498,2024-01-01T21:32:53.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10009,620 EAST   13 STREET,EAST   13 STREET,AVENUE B,DEAD END,AVENUE B,DEAD END,ADDRESS,NEW YORK,EAST   13 STREET,MANHATTAN,990385,204674,40.72845741060336,-73.97786496822046,"
,  
(40.72845741060336, -73.97786496822046)"
59895424,2024-01-01T21:32:41.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,10455,632 EAGLE AVENUE,EAGLE AVENUE,WESTCHESTER AVENUE,EAST  156 STREET,WESTCHESTER AVENUE,EAST  156 STREET,ADDRESS,BRONX,EAGLE AVENUE,BRONX,1008951,236781,40.81655031765847,-73.91076100214117,"
,  
(40.81655031765847, -73.91076100214117)"
59898080,2024-01-01T21:32:10.000,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11102,29-06 CRESCENT STREET,CRESCENT STREET,29 AVENUE,30 AVENUE,29 AVENUE,30 AVENUE,ADDRESS,ASTORIA,CRESCENT STREET,QUEENS,1005114,219506,40.769145020724686,-73.92467685352,"
,  
(40.769145020724686, -73.92467685352)"
59900733,2024-01-01T21:32:00.000,DSNY,Derelict Vehicles,Derelict Vehicles,Street,11203,487 TROY AVENUE,TROY AVENUE,EAST NEW YORK AVENUE,MAPLE STREET,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1001653,180424,40.66188181467889,-73.93727277534947,"
,  
(40.66188181467889, -73.93727277534947)"
59899142,2024-01-01T21:32:00.000,DEP,Noise,Noise: Alarms (NR3),NA,11209,402 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,BEND,5 AVE,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,977437,169032,40.63062771804496,-74.02454521702023,"
,  
(40.63062771804496, -74.02454521702023)"
59900610,2024-01-01T21:31:45.000,NYPD,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,QUEENS,1038740,200651,40.71724956934783,-73.80343340538089,"
,  
(40.71724956934783, -73.80343340538089)"
59900495,2024-01-01T21:31:43.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11225,55 WINTHROP STREET,WINTHROP STREET,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,995885,178504,40.65662129596871,-73.95806621423951,"
,  
(40.65662129596871, -73.95806621423951)"
59898808,2024-01-01T21:31:41.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11375,63-10 108 STREET,108 STREET,NA,NA,NA,NA,ADDRESS,FOREST HILLS,NA,QUEENS,1025676,206981,40.734694673156454,-73.85052125577377,"
,  
(40.734694673156454, -73.85052125577377)"
59897164,2024-01-01T21:31:38.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11416,97-12 91 STREET,91 STREET,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,ADDRESS,OZONE PARK,91 STREET,QUEENS,1025815,188773,40.684717453438026,-73.85013210388574,"
,  
(40.684717453438026, -73.85013210388574)"
59897416,2024-01-01T21:31:32.000,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10455,646 EAGLE AVENUE,EAGLE AVENUE,WESTCHESTER AVENUE,EAST  156 STREET,WESTCHESTER AVENUE,EAST  156 STREET,ADDRESS,BRONX,EAGLE AVENUE,BRONX,1008985,236887,40.81684116264527,-73.91063777742356,"
,  
(40.81684116264527, -73.91063777742356)"
59900336,2024-01-01T21:31:28.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11249,571 WYTHE AVENUE,WYTHE AVENUE,TAYLOR STREET,WILSON STREET,TAYLOR STREET,WILSON STREET,ADDRESS,BROOKLYN,WYTHE AVENUE,BROOKLYN,993787,195835,40.70419346111427,-73.96560310268573,"
,  
(40.70419346111427, -73.96560310268573)"
59894978,2024-01-01T21:31:18.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11233,1358 SAINT MARKS AVENUE,SAINT MARKS AVENUE,BUFFALO AVENUE,RALPH AVENUE,BUFFALO AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,BROOKLYN,1005382,184757,40.67376681530004,-73.92381842324528,"
,  
(40.67376681530004, -73.92381842324528)"
59897414,2024-01-01T21:31:09.000,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11213,736 CROWN STREET,CROWN STREET,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,CROWN STREET,BROOKLYN,1002797,181675,40.66531320926436,-73.93314591173261,"
,  
(40.66531320926436, -73.93314591173261)"
59894812,2024-01-01T21:31:01.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,773 EAST   37 STREET,EAST   37 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   37 STREET,BROOKLYN,1000510,171722,40.637998892090046,-73.94141357120863,"
,  
(40.637998892090046, -73.94141357120863)"
59898421,2024-01-01T21:31:00.000,DOT,Traffic Signal Condition,Controller,NA,11215,NA,NA,NA,NA,PROSPECT PARK WEST,GARFIELD PLACE,INTERSECTION,BROOKLYN,NA,BROOKLYN,991929,183387,40.67002836390364,-73.97231849922147,"
,  
(40.67002836390364, -73.97231849922147)"
59894222,2024-01-01T21:30:56.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11374,62-60 99 STREET,99 STREET,62 DRIVE,63 AVENUE,62 DRIVE,63 AVENUE,ADDRESS,REGO PARK,99 STREET,QUEENS,1023726,206531,40.733468453882224,-73.85756012999359,"
,  
(40.733468453882224, -73.85756012999359)"
59897124,2024-01-01T21:30:38.000,DOHMH,Food Establishment,Handwashing,Restaurant/Bar/Deli/Bakery,11375,108-25 ASCAN AVENUE,ASCAN AVENUE,LIRR MAIN LINE,AUSTIN STREET,LIRR MAIN LINE,AUSTIN STREET,ADDRESS,FOREST HILLS,ASCAN AVENUE,QUEENS,1028384,200913,40.718026418608396,-73.84078971005339,"
,  
(40.718026418608396, -73.84078971005339)"
59896229,2024-01-01T21:30:33.000,NYPD,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,QUEENS,1037000,202363,40.72195913199264,-73.80969682426189,"
,  
(40.72195913199264, -73.80969682426189)"
59897083,2024-01-01T21:30:29.000,NYPD,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,QUEENS,1037000,202363,40.72195913199264,-73.80969682426189,"
,  
(40.72195913199264, -73.80969682426189)"
59900796,2024-01-01T21:30:26.000,NYPD,Illegal Parking,Paper License Plates,Street/Sidewalk,11354,25-58 124 STREET,124 STREET,25 ROAD,26 AVENUE,25 ROAD,26 AVENUE,ADDRESS,FLUSHING,124 STREET,QUEENS,1027319,221709,40.77511137595063,-73.84449843956703,"
,  
(40.77511137595063, -73.84449843956703)"
59899227,2024-01-01T21:30:21.000,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10455,644 EAGLE AVENUE,EAGLE AVENUE,WESTCHESTER AVENUE,EAST  156 STREET,WESTCHESTER AVENUE,EAST  156 STREET,ADDRESS,BRONX,EAGLE AVENUE,BRONX,1008980,236872,40.816800005872885,-73.91065589660556,"
,  
(40.816800005872885, -73.91065589660556)"
59895753,2024-01-01T21:30:21.000,NYPD,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11236,22 PAERDEGAT    7 STREET,PAERDEGAT    7 STREET,PAERDEGAT AVENUE NORTH,AVENUE L,PAERDEGAT AVENUE NORTH,AVENUE L,ADDRESS,BROOKLYN,PAERDEGAT    7 STREET,BROOKLYN,1009842,168900,40.630231058125254,-73.9078001514389,"
,  
(40.630231058125254, -73.9078001514389)"
59908853,2024-01-01T21:29:58.000,DOB,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,NA,10467,631 EAST  220 STREET,EAST  220 STREET,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1021792,261688,40.88486733069578,-73.86423003373268,"
,  
(40.88486733069578, -73.86423003373268)"
59894770,2024-01-01T21:29:05.000,NYPD,Illegal Parking,License Plate Obscured,Street/Sidewalk,10455,481 WALES AVENUE,WALES AVENUE,EAST  145 STREET,EAST  147 STREET,EAST  145 STREET,EAST  147 STREET,ADDRESS,BRONX,WALES AVENUE,BRONX,1009737,234750,40.81097355989611,-73.9079290803259,"
,  
(40.81097355989611, -73.9079290803259)"
59897163,2024-01-01T21:28:42.000,TLC,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,10002,331 EAST HOUSTON STREET,EAST HOUSTON STREET,ATTORNEY STREET,RIDGE STREET,ATTORNEY STREET,RIDGE STREET,ADDRESS,NEW YORK,EAST HOUSTON STREET,MANHATTAN,989117,201972,40.72104186494569,-73.98244185618124,"
,  
(40.72104186494569, -73.98244185618124)"
59894595,2024-01-01T21:28:26.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11373,92-08 43 AVENUE,43 AVENUE,GLEANE STREET,FORLEY STREET,GLEANE STREET,FORLEY STREET,ADDRESS,ELMHURST,43 AVENUE,QUEENS,1019368,210244,40.74367808474293,-73.8732655423716,"
,  
(40.74367808474293, -73.8732655423716)"
59899320,2024-01-01T21:28:25.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10468,2750 MORRIS AVENUE,MORRIS AVENUE,EAST  196 STREET,BEND,EAST  196 STREET,BEND,ADDRESS,BRONX,MORRIS AVENUE,BRONX,1013375,255903,40.86902109771905,-73.89469507950011,"
,  
(40.86902109771905, -73.89469507950011)"
59899868,2024-01-01T21:28:17.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,78-26 78 STREET,78 STREET,78 AVENUE,MYRTLE AVENUE,78 AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,78 STREET,QUEENS,1019688,195779,40.70397393113029,-73.87218688958009,"
,  
(40.70397393113029, -73.87218688958009)"
59896724,2024-01-01T21:28:12.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11236,EAST  105 STREET,EAST  105 STREET,EAST  105 STREET,FLATLANDS   10 STREET,EAST  105 STREET,FLATLANDS   10 STREET,INTERSECTION,NA,NA,BROOKLYN,1016341,171837,40.638271332855986,-73.88437237588592,"
,  
(40.638271332855986, -73.88437237588592)"
59898876,2024-01-01T21:28:11.000,NYPD,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,QUEENS,1038740,200651,40.71724956934783,-73.80343340538089,"
,  
(40.71724956934783, -73.80343340538089)"
59894863,2024-01-01T21:28:03.000,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11434,118-14 155 STREET,155 STREET,118 AVENUE,119 AVENUE,118 AVENUE,119 AVENUE,ADDRESS,JAMAICA,155 STREET,QUEENS,1043137,187451,40.68099058213039,-73.78768719058618,"
,  
(40.68099058213039, -73.78768719058618)"
59896612,2024-01-01T21:27:51.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11421,74-38 88 AVENUE,88 AVENUE,ELDERT LANE,75 STREET,ELDERT LANE,75 STREET,ADDRESS,WOODHAVEN,88 AVENUE,QUEENS,1021148,190407,40.68922308947327,-73.86695059008585,"
,  
(40.68922308947327, -73.86695059008585)"
59894565,2024-01-01T21:27:08.000,NYPD,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,QUEENS,1038740,200651,40.71724956934783,-73.80343340538089,"
,  
(40.71724956934783, -73.80343340538089)"
